origin,destination,distance_km,state,route_description,updated_on,approval_no
HARIDWAR,GUNA,678,,,2018-12-29,A05
HARIDWAR,GURGAON,230,Haryana,Delhi-Gurgaon(201+29=230),2018-12-29,
HARIDWAR,GUWAHATI,1955,Asam,,2018-12-29,
HARIDWAR,GWALIOR,468,,AGRA (on page 43 also),2018-12-29,A05
HARIDWAR,HALDIA,1607,Westbangal,,2018-12-29,
HARIDWAR,HALOL,1235,Gujarat,"BARODA, VADODRA",2018-12-29,
HARIDWAR,HAPUR,165,Up,KAHATAULI-MRT,2025-08-05,
HARIDWAR,HARDUAGANJ,298,Up,"AGRA, ALIGARH",2018-12-29,
HARIDWAR,HARIHAR,2064,Wb,P.71,2018-12-29,
HARIDWAR,HAZIRA,1372,Gujarat,SURAT,2018-12-29,H6
HARIDWAR,HIMATNAGAR,989,Gujarat,,2018-12-29,A-09
HARIDWAR,HISAR,306,Haryana,"PANIPAT, ROHTAK",2018-12-29,H2
HARIDWAR,HOSHIARPUR,374,Punjab,AMBALA,2018-12-29,H1
HARIDWAR,HOSUR,2199,Karnatak,via Bangalore,2018-12-29,
HARIDWAR,HUBLI,2005,,"NASIK,POONA",2018-12-29,
HARIDWAR,HYDERABAD,1588,Ap,HWR-NGP=1134 NGP-HYD=454)=1588,2026-01-07,
HARIDWAR,HYDERABAD,1756,Telangana,,2019-07-10,
HARIDWAR,HYDERABAD (LONG,2404,,L.Route for TG Stator by TPcom,2018-12-29,
HARIDWAR,IB VALLEY,1555,Bihar,"RANCHI,KHUNTI,JHRGA",2018-12-29,
HARIDWAR,IMPHAL,2548,,,2018-12-29,
HARIDWAR,INDORE,959,Mp,,2018-12-29,
HARIDWAR,JABALPUR,960,Mp,,2018-12-29,
HARIDWAR,JADUGUDA,1386,,,2018-12-29,
HARIDWAR,JAGDALPUR,1596,Orrisa,,2018-12-29,A 13
HARIDWAR,JAGDISHPUR,684,Up,,2018-12-29,H4
HARIDWAR,JAIPUR,460,Rajasthan,Delhi-Japur259+201=460,2018-12-29,
HARIDWAR,JAISINGPUR,1842,Maharashtra,"PUNE,KOLHAPUR",2018-12-29,H2
HARIDWAR,JAJPUR,1582,Orrisa,,2018-12-29,
HARIDWAR,JALNA,1374,,*Aurangabad+60km=1314+60,2018-12-29,
HARIDWAR,JAMMU,554,J&K,PATHANKOT,2018-12-29,
HARIDWAR,JAMNAGAR,1430,Gujarat,,2018-12-29,H11
HARIDWAR,JAMSHEDPUR,1342,,,2018-12-29,
HARIDWAR,JAYPUR (U.KOLAB,1645,Orrisa,Hw-Agra-Jhansi-Jabal-Raipur-Ja,2018-12-29,A 13
HARIDWAR,JEEDIMETALA,1591,Karnatak,*Hyderabad,2018-12-29,
HARIDWAR,JHAJJHAR,270,,SONIPAT,2018-12-29,
HARIDWAR,JHALAWAR,807,Rajasthan,DELHI JAIPUR KOTA,2019-03-16,
HARIDWAR,JHANSI,569,Up,,2018-12-29,A-03
HARIDWAR,JHARSUGUDA,1446,,,2018-12-29,A-16
HARIDWAR,JODHPUR,803,Rajasthan,,2018-12-29,A-06
HARIDWAR,JPL SEONI,1040,,JABALPUR- JINDAL POWER SEONI,2018-12-29,
HARIDWAR,JULLANDHAR,337,Pb,,2018-12-29,
HARIDWAR,JWALAPUR,8,Ua,Sec2-Jwp Rly.stn-bus stand.,2018-12-29,
HARIDWAR,KADANA,1115,Guj Hill45,"DELHI,UPAIPUR,MODASA",2018-12-29,
HARIDWAR,KAHALGAON,1397,,varansi-Barhi-godda-kahalgaon,2018-12-29,
HARIDWAR,KAIGA,2085,,,2018-12-29,
HARIDWAR,KAKADAPAR,1348,Gujarat,Kakarpara Atomic Power Project,2018-12-29,
HARIDWAR,KAKARPARA,1348,Gujarat,Ankleshwar-kakarpad (KAPP) prj,2018-12-29,
HARIDWAR,KAKATIYA TPS,1648,,,2018-12-29,A030
HARIDWAR,KAKINADA,2049,Ap,,2018-12-29,
HARIDWAR,KALAMALA,2047,,,2018-12-29,
HARIDWAR,KALAMBOLI,1594,Maharashtr,Withen Mumbai,2018-12-29,H1
HARIDWAR,KALAMESSRY,2717,Keral,,2018-12-29,H5
HARIDWAR,KALESHWARAM,1593,Telengana,GWALIOR - NGP,2021-11-15,
HARIDWAR,KALOL,1150,Gujarat,*G.nagr+22=1128+22=1150,2018-12-29,
HARIDWAR,KALPAKKAM,2297,,"HDR,MADRAS,KALPAKKAM",2018-12-29,
HARIDWAR,KALYANESHWARI,1262,,,2018-12-29,A027
HARIDWAR,KANCHIPURAM,2236,,AGRA-NAGPUR-BANGALORE-RANIPET,2018-12-29,A024
HARIDWAR,KANDLA,1307,Gujarat,"AJMER,BEAWAR,ABUROAD",2018-12-29,H8
HARIDWAR,KANPUR,507,Up,MODIFIED 10.08.02,2018-12-29,A-04
HARIDWAR,KAPP,1348,,,2018-12-29,
HARIDWAR,KAPURTHALA,353,,,2018-12-29,A-06
HARIDWAR,KARAD,1735,Maharashtra,POONA,2018-12-29,0
HARIDWAR,KARAIKALA,2576,Tamil Nadu,"MADRAS,TINDIVANAM,",2018-12-29,H13
HARIDWAR,KARAIKKUDY,2590,,*Tiruchi,2018-12-29,
HARIDWAR,KARIMNAGAR,1516,,,2018-12-29,A030
HARIDWAR,KARUR,2443,Karnatka,VIA-SALEM,2018-12-29,
HARIDWAR,KARWAR,2045,Karnatak,Karwar=Kaiga,2018-12-29,
HARIDWAR,KATNI,892,Mp,"PANNA,JHANSI",2018-12-29,H1
HARIDWAR,KAYAMKULAM,2828,Kerla,EARNAKULAM,2018-12-29,
HARIDWAR,KHAMBALIA,1491,Gujarat,"DELHI,JAIPUR,AJMER,",2018-12-29,H13
HARIDWAR,KHAMGAON,1219,,,2018-12-29,A05
HARIDWAR,KHAMMAM,1787,Ap,1591hyderabd-133Suridpet-63Bsl,2018-12-29,
HARIDWAR,KHAPERKHEDA,1225,Maharashtra,"MEERUT,AGRA, GWALIOR, JHANSI,S",2018-12-29,
HARIDWAR,KHAPOLI,1586,Maharashtra,THANE,2018-12-29,
HARIDWAR,KHARAGPUR,1457,Wb,Near Medinipur,2018-12-29,h-21
HARIDWAR,KHATIMA,337,Up,BAREILLY,2018-12-29,H3
HARIDWAR,KHETRI,446,Raj,"ROHTAK,BHIWANI,PILANI",2018-12-29,H1
HARIDWAR,KHURJA,217,Up,MEERUT,2018-12-29,H5
HARIDWAR,KIRANDUL,1665,Mp,"KORAPUT,JAGDALPUR",2018-12-29,H4
HARIDWAR,KIRATPUR,266,Punjab,,2018-12-29,
HARIDWAR,KODERMA,1082,,,2018-12-29,
HARIDWAR,KOLAGHAT,1508,Wb,HWR-KOLKATTA-KOLAGAHAT,2018-12-29,A-14
HARIDWAR,KOLKATTA,1451,,,2026-01-07,
HARIDWAR,KORADI,1223,Maharashtra,MALDA AGRA JHANSI NARSINGHPUR CHINDWARA,2018-12-29,
HARIDWAR,KORAPUT,1657,Mp,,2018-12-29,
HARIDWAR,KORBA,1324,C.G.,"HARIDWAR,NOIDA,AGRA,AURAIYA,CHATARPUR,KATNI,SHAHDOL,HASDEO,KORBA",2019-03-20,
HARIDWAR,KOSIKALAN,253,Up,TO MATHURA,2018-12-29,
HARIDWAR,KOTA,690,Rajasthan,,2018-12-29,
HARIDWAR,KOTESHWAR,137,Ua,"plain=24,hill=113km",2018-12-29,
HARIDWAR,KOTHAGUDAM,1847,Ap,"AGRA, GWAL, CHHINDW, NAGPU",2018-12-29,
HARIDWAR,KOZHIKODE,2508,Keral,Next name of CALICAT,2018-12-29,H3
HARIDWAR,KRISHNAPATNAM,2196,A P,AGRA-GWALI-NAGP-NELLORE-SDSTPS,2018-12-29,
HARIDWAR,KUDRAMUKH,2329,Karnataka,"KARWAR,ANKOLA",2018-12-29,
HARIDWAR,KUNDLI,180,Haryana,*Sonipat,2018-12-29,
HARIDWAR,KURICHU,2269,Bhutan,Samdrup(1959)+Hill 304=2263,2018-12-29,
HARIDWAR,LAKHTAR,1225,Gujarat,,2018-12-29,A-02
HARIDWAR,LALITPUR,669,Up,LALITPUR,2018-12-29,H5
HARIDWAR,LARA,1385,Cg,BLY-SITAPUR-AMBI,2024-10-16,
HARIDWAR,LARJI,416,,Kirtarpur(266)+Hill 150=416,2018-12-29,
HARIDWAR,LIBYA,1643,Maharashtra,SAME AS HARIDWAR TO MUMBAI,2019-03-09,
HARIDWAR,LOKTAK,2608,Assam,"BARAUNI,RANGIA,SHILONG",2018-12-29,H14
HARIDWAR,LONEVALE,1594,Maharashtra,KHAPOLI,2018-12-29,
HARIDWAR,LOWER JHELUM,867,Jk,"JAMMU,*Udampur hill=313km",2018-12-29,
HARIDWAR,LUCKNOW,487,Up,(modified on 11/10/02),2018-12-29,A-04
HARIDWAR,LUDHIANA,276,,,2018-12-29,A-06
HARIDWAR,MADURAI,2561,,,2018-12-29,a 11
HARIDWAR,MAHAN,1127,Mp,"MEERUT, CHITRAKOOT",2024-05-28,
HARIDWAR,MAHESHWARAM,1792,Telangana,GWL-SGR-NGP,2026-04-15,
HARIDWAR,MAIHAR,957,Mp,"JHANSI,REWA",2018-12-29,H4
HARIDWAR,MAITHON,1262,W.B,"Varansi,Aurangabad,Asansol",2018-12-29,
HARIDWAR,MAITREE CHA KLG,1528,W. B.,BAREILI-LKO-DNBD-HOW,2020-06-13,
HARIDWAR,MAITREE CHA KOL,1451,W Bengal,SAME AS HWR TO KOLKATTA,2018-12-29,
HARIDWAR,MAKARPURA,1204,Gujarat,via Nasik,2018-12-29,H2
HARIDWAR,MALEGAON,1262,Marastra,,2018-12-29,H2
HARIDWAR,MALIBRAHAMANI,1677,,ANGUL,2018-12-29,
HARIDWAR,MANDIGOBINDGARH,229,Punjab,RAJPURA,2018-12-29,
HARIDWAR,MANERIBHALI I,172,Ua,"Rishikesh p=24,hill=148",2018-12-29,H5
HARIDWAR,MANERIBHALI II,159,Ua,Modified page 497 (hill-24),2018-12-29,A028
HARIDWAR,MANESAR,263,Haryana,MZFNGRR-BRT,2025-06-28,
HARIDWAR,MANIKGARH,1335,Maharashtra,,2018-12-29,H4
HARIDWAR,MAPS,2247,,,2018-12-29,
HARIDWAR,MAPUCA,2043,Goa,via Goa,2018-12-29,
HARIDWAR,MATHURA,295,Up,,2018-12-29,
HARIDWAR,MATHURAREFINERY,315,Up,,2018-12-29,A023
HARIDWAR,MAUDA,1167,,NAGPUR,2018-12-29,
HARIDWAR,MEDAK,1521,,NAGPUR-RAMAYAMPET,2019-07-27,A027
HARIDWAR,MEERUT,135,Up,,2019-03-14,
HARIDWAR,MEHSANA,1054,Gujarat,,2018-12-29,
HARIDWAR,MEJIA,1357,Wb,Hw-Durgapur-Mejia=1290+31=1321,2018-12-29,A05
HARIDWAR,METTUPLAYAM,2421,,"BANGLORE, ANNUR",2018-12-29,
HARIDWAR,METTUR,2355,,BANGLORE,2018-12-29,
HARIDWAR,MIRAJ,1813,,"KARAD, ISLAMPUR",2018-12-29,
HARIDWAR,MIRZAPUR,898,Up,MRT-ALG-KNP,2025-07-15,
HARIDWAR,MORADABAD,148,Up,"NAJIBABAD,NAGINA,DHMPR",2018-12-29,
HARIDWAR,MORENA,433,Up,,2018-12-29,
HARIDWAR,MOTHAGUDIAM,2077,Ap,Name Mothugudiam near Khammum,2018-12-29,a 12
HARIDWAR,MUDDANURU,2040,Ap,,2018-12-29,H11
HARIDWAR,MUMBAI,1643,Maharshtra,"HARIDWAR,NEW DELHI,GURGAON,JAIPUR,RAJASMAND,UDAYPUR,BARODA,MUMBAI",2023-08-31,
HARIDWAR,MUNDRAPORT,1383,Gujarat,Hwr-Ahmadabad-Gandhidham,2018-12-29,A023
HARIDWAR,MUZAFARNAGAR,83,Up,,2018-12-29,
HARIDWAR,MUZAFARPUR,1082,Bihar,GORAKHPUR,2018-12-29,H5
HARIDWAR,MYSORE,2292,,,2018-12-29,
HARIDWAR,NABINAGAR,960,,VARANASI- DEHRI ON SONE,2018-12-29,
HARIDWAR,NAGAL,299,Punjab,,2018-12-29,H2
HARIDWAR,NAGDA,1030,Mp,VIA INDORE,2018-12-29,H4
HARIDWAR,NAGERCOIL,2831,Tamil Nadu,"BANGLORE, PANAKUDI",2018-12-29,H1
HARIDWAR,NAGOTHANA,1596,,"PANVEL,THANA",2018-12-29,
HARIDWAR,NAGPUR,1134,Maharashtra,Hwr-Meerut-Agra-Satna-Nagur,2018-12-29,
HARIDWAR,NAHAN,151,,,2018-12-29,
HARIDWAR,NAINITAL,265,Ua,Naziba-Dhamp-Kashi-Kaladungi-,2018-12-29,
HARIDWAR,NAMRUP,2408,,,2018-12-29,
HARIDWAR,NANDED,1532,,,2018-12-29,
HARIDWAR,NANGAL,299,,ANANDPUR SAHIB,2018-12-29,
HARIDWAR,NANINAROLI,1407,Gujarat,Hardwar-Surat-Naninaroli,2018-12-29,A-1
HARIDWAR,NAPP,204,Up,NARORA ATOMIC P.PROJ.,2018-12-29,
HARIDWAR,NARODA,1119,Gujarat,AHEMDABAD ROUTE NO.8,2018-12-29,
HARIDWAR,NARORA,204,Up,"MEERUT, HAPUR",2018-12-29,H5
HARIDWAR,NASIK,1332,Maharashtr,,2018-12-29,A-09
HARIDWAR,NATHPA JHAKRI,446,Himachal,Kalka(213)+Hill 241=446,2018-12-29,H2
HARIDWAR,NATHPAJHAKRI,446,Himachal,,2018-12-29,
HARIDWAR,NAVSARI,1356,Gujarat,ANKLESHWAR,2018-12-29,H6
HARIDWAR,NAZIBABAD,46,Ua,,2018-12-29,A-04
HARIDWAR,NEWPARLI,1548,Maharstra,1314Aurangbd-126Bid-107Pali,2018-12-29,
HARIDWAR,NEYVELI,2380,,,2026-01-07,
HARIDWAR,NEYVELI,2566,Tamil Nadu,GZD-SGR-NGPR-HYD,2023-03-16,
HARIDWAR,NMDC BASTAR,1635,Cg,AGRA SAGAR BASTAR,2020-06-29,
HARIDWAR,NORTH CHENNAI,2362,Tamil Nadu,DELHI AGRA JHANSI SAGAR NAGPUR HYDERABAD NALGONDA ONGOLE NELLORE NORTH CHENNAI,2018-12-29,
HARIDWAR,NORTH KARANPURA,1181,Jharkhand,"MBD, LKO VNS,ALLAHABAD,TANDWA",2018-12-29,
HARIDWAR,NUMALIGARH,2217,Assam,"BARAUNI, RANGIA",2018-12-29,
HARIDWAR,NURPUR,105,,,2018-12-29,A024
HARIDWAR,OBRA,1005,Up,ALG-MIRZA,2025-03-21,
HARIDWAR,OBRA,882,Up,Modified Aug.03,2018-12-29,
HARIDWAR,PALAMPUR,455,H.P.,"SRNPUR, CHD., KANGRA",2020-06-11,
HARIDWAR,PALAMURU,1793,Telengana,AGRA-GWLR-NGPR,2026-01-07,
HARIDWAR,PALAMURU,1878,Telengana,AGRA-GWLR-NGP,2024-12-18,
HARIDWAR,PALGHAR,1537,Gujarat,"BARODA, KASA",2018-12-29,
HARIDWAR,PALGHAT,2582,,Hw-Ngp-Palghat=1134+1448,2018-12-29,
HARIDWAR,PANARSA,417,H P,ROORKEE-JAGADHRI-BADDI-MANDI,2018-12-29,
HARIDWAR,PANCHKULA,214,,AMBALA,2018-12-29,
HARIDWAR,PANIPAT,157,Haryana,"MUZF'NAGAR,Kairana",2018-12-29,
HARIDWAR,PANKI,519,Up,HARIDWAR NAJIBABAD MORADABAD SHAHJAHANPUR HARDOI PANK,2019-02-15,
HARIDWAR,PANVEL,1538,Maharashtra,"BOMBAY,THANE",2018-12-29,
HARIDWAR,PARADWIP,1783,,*Cuttack,2018-12-29,
HARIDWAR,PARAS,1351,Maharashtr,NOIDA-GWALIOR-VIDISHA-AURANG,2018-12-29,
HARIDWAR,PARICHHA,594,,Jhansi-Kanpur route,2018-12-29,a 12
HARIDWAR,PARLI,1548,Maharstra,1314Aurangbd-126Bid-107Pali,2018-12-29,
HARIDWAR,PARLLI,1548,Maharashtra,1314Aurangbd-126Bid-107Pali,2018-12-29,
HARIDWAR,PARYAGRAJ,715,,ALLAHABAD,2018-12-29,
HARIDWAR,PASHAMYLARAM,1755,Telangana,FBD-AKL-NANDED,2026-04-18,
HARIDWAR,PATALGANGA,1553,Maharashtra,,2018-12-29,H4
HARIDWAR,PATANCHERU,1630,Ap,Near Hyderabad,2018-12-29,
HARIDWAR,PATHANKOT,446,Punjab,AMBALA LUDHIANA JADHAR,2018-12-29,
HARIDWAR,PATIALA,220,Punjab,RAJPURA,2018-12-29,H7
HARIDWAR,PATLANA,2570,Tripura,INCLUDES 390 KM. HILLS ROUTE.,2018-12-29,
HARIDWAR,PATNA,1031,Bihar,Via Varanshi,2018-12-29,A 06
HARIDWAR,PATRATU,1239,,RANCHI,2018-12-29,
HARIDWAR,PERUNGULAM,2673,Karnatak,near Ramnathpuram,2018-12-29,a 11
HARIDWAR,PHULPUR,792,Up,"KANPUR, ALLAHABAD",2018-12-29,
HARIDWAR,PINJAUR,214,Punjab,Chandigarh-Pinjore,2018-12-29,A 08
HARIDWAR,PIPALKOTI,243,Uk,RUDPYG-KRNPG,2024-11-19,
HARIDWAR,PIPAVA,1459,Gujarat,AHEMDABAD-BHAVNAGAR,2018-12-29,
HARIDWAR,PONDICHERRY,2432,Pondichery,MADRAS,2018-12-29,H5
HARIDWAR,PORINGAL KUTU,2687,,"ERNAKULAM,CHALAKUDI",2018-12-29,H3
HARIDWAR,PUNE,1579,,,2018-12-29,
HARIDWAR,RAIBRIELLY,713,Up,Lucknow-Unchahar,2018-12-29,
HARIDWAR,RAICHUR,1781,,Hw-Hyd.+193=1588+193=1781,2018-12-29,A07
HARIDWAR,RAIGARH,1392,Jharkhand,Hw-jbl-Pasan-Korba-Champ)+34km,2018-12-29,A 13
HARIDWAR,RAIGARH(LONG),1690,Jharkhand,Hw-kanpur-robertganj-ambikapur,2018-12-29,
HARIDWAR,RAIPUR,1311,Jharkhand,Jabalpur-Mandla-chipli-,2018-12-29,A 13
HARIDWAR,RAIPUR(LONG),1750,,,2018-12-29,
HARIDWAR,RAJAMUNDRY,1966,Ap,1810Vij-63....93 Rajahmundry,2018-12-29,
HARIDWAR,RAJGHAT,691,Mp,LALITPUR,2018-12-29,H1
HARIDWAR,RAJKOT,1342,Gujarat,AHEMDABAD,2018-12-29,
HARIDWAR,RAJNANDGAON,1319,Maharstra,Hw-Jabalpur-Chipli-Rajnandgaon,2018-12-29,A07
HARIDWAR,RAJPURA,195,Punjab,,2019-04-30,
HARIDWAR,RAJULA,1444,Gujarat,"AHEMDABAD,BAGODRA,KNDA",2018-12-29,H2
HARIDWAR,RAMAGUNDAM,1541,Ap,,2018-12-29,A-03
HARIDWAR,RAMAGUNDAM(LONG,2612,,,2018-12-29,A031
HARIDWAR,RAMANATHAPURAM,2673,Karnatak,Hwr-Hydrabed-Banglore-Salem-,2018-12-29,a 11
HARIDWAR,RAMAYAMPET,1500,,,2018-12-29,A027
HARIDWAR,RAMESHWARAM,2708,,,2018-12-29,a 11
HARIDWAR,RAMGARH,1150,Bihar,,2018-12-29,A21
HARIDWAR,RAMPUR,176,Up,,2018-12-29,
HARIDWAR,RANCHI,1198,Bihar,,2018-12-29,
HARIDWAR,RANGIA,1909,Assam,* BARANI,2018-12-29,
HARIDWAR,RANIPET,2191,Ap,RAYALSEEMA,2023-03-16,H2
HARIDWAR,RAPP,760,Rajasthan,RAJASTHAN Anushaki PRJ.(KOTA),2018-12-29,A07
HARIDWAR,RATLAM,976,,CHITTORGARH,2018-12-29,H2
HARIDWAR,RATNAGIRI,1829,Maharashtra,,2018-12-29,A 10
HARIDWAR,RAYAGARH,1691,Maharashtra,*Panvel,2018-12-29,H5
HARIDWAR,RAYALSEEMA,2047,Ap,"(KALAMELA ALSO),Near Cuddapah",2018-12-29,
HARIDWAR,REEDI,2022,Maharashtra,,2018-12-29,H3
HARIDWAR,RENGALI,1634,Orrisa,TALCHER,2018-12-29,
HARIDWAR,RENIGUNTA,2183,Ap,,2018-12-29,A 08
HARIDWAR,RENUKUT,988,,"VARANASI,ROBERTSGANJ",2018-12-29,
HARIDWAR,RENUSAGAR,1027,Up,,2018-12-29,A-04
HARIDWAR,REWA,826,Mp,modfied Allahabd-magwan-Rewa,2018-12-29,A 12
HARIDWAR,REWADI,272,Haryana,,2018-12-29,a 12
HARIDWAR,RIHAND,1053,Up,MORADAB KANPUR ALLA VARANASI,2018-12-29,
HARIDWAR,RISHIKESH,24,Ua,,2018-12-29,
HARIDWAR,ROHTAK,271,Haryana,,2018-12-29,
HARIDWAR,ROORKEE,32,,,2018-12-29,
HARIDWAR,ROPAR,241,Haryana,"CHANDIGARH,KURNALI",2018-12-29,H7
HARIDWAR,ROURKELA,1408,Bihar,"RANCHI,KOLEBIRA",2018-12-29,
HARIDWAR,RUDARPUR,216,Up,,2018-12-29,
HARIDWAR,SAGAR DIGHI,1506,,MURSHIDABAD,2018-12-29,
HARIDWAR,SAHARANPUR,80,Up,,2018-12-29,
HARIDWAR,SALAL,611,J&K,Jammu(554)+Hill 57=611,2018-12-29,
HARIDWAR,SALAV,1658,,"NAGOTHANA,ROHA,SALAV",2018-12-29,H11
HARIDWAR,SALEM,2339,T.Nadu,Maysore-Salem,2018-12-29,A 08
HARIDWAR,SAMASTIPUR,1151,Bihar,"GORAKHPUR,MUZAFFARPUR",2018-12-29,H14
HARIDWAR,SAMBHAR LAKE,558,,"JAIPUR MEHLAN,DHANU",2018-12-29,
HARIDWAR,SAMDRUPJONGHAR,1959,Butan,,2018-12-29,
HARIDWAR,SANASWADI,1544,Maharashtr,Near Pune,2018-12-29,A-03
HARIDWAR,SANGLI,1815,Maharashtra,PUNE,2018-12-29,H6
HARIDWAR,SANTALDIH,1269,W.B,-VARANSI-AURANGABAD-BARHI-RAMG,2018-12-29,A21
HARIDWAR,SARNI,1074,Mp,"BHOPAL,*SHAHPUR",2018-12-29,H5
HARIDWAR,SATARA,1685,Maharashtra,,2018-12-29,
HARIDWAR,SATNA,837,Mp,"FATEHPUR,KANPUR",2018-12-29,
HARIDWAR,SATPURA,1131,Mp,"MEEUT, AGRA, BHOPAL,HOSHANGA,E",2018-12-29,
HARIDWAR,SATYAMANGALAM,2326,,,2018-12-29,A 08
HARIDWAR,SECUNDERABAD,1740,Telangana,VIA GWALIOR NAGPUR,2021-11-09,
HARIDWAR,SHAMBUPURA,799,Rajasthan,*Chittaurgarh,2018-12-29,A-09
HARIDWAR,SHANAN,420,Hp(266+154,*KIRATPUR(266)+Hill 154=420,2018-12-29,
HARIDWAR,SHANKARGARH,750,Mp,Hwr-Allahabd-Shankargarh,2018-12-29,A-14
HARIDWAR,SHANTINIKETAN,1258,Wb,"Asansol-S,Niketan=18",2018-12-29,
HARIDWAR,SHILLONG,2055,,,2018-12-29,
HARIDWAR,SHIMLA,312,Hp,,2018-12-29,
HARIDWAR,SHIRWAL,1646,,,2018-12-29,A027
HARIDWAR,SHRI SHINGHAJI,1150,,INDORE-KHANDWA,2018-12-29,
HARIDWAR,SIBSAGAR,2299,,*Dibrugarh,2018-12-29,
HARIDWAR,SIDCUL (RANIPUR,8,,,2018-12-29,
HARIDWAR,SIDDHARTH NAGAR,678,Up,NJB-LAKHIM,2025-03-20,
HARIDWAR,SIDHI,919,,ALLAHBAD-Sidhi(700+219=919),2018-12-29,H4
HARIDWAR,SIKANDARABAD,218,Up,"MEERUT, HAPUR",2018-12-29,H2
HARIDWAR,SIKKA,1460,Gujarat,Jamnagar,2018-12-29,
HARIDWAR,SILVASSA,1465,Gujarat,,2018-12-29,A-03
HARIDWAR,SIMHADRI,1958,Ap,VISHAKHAPATNAM,2018-12-29,H10
HARIDWAR,SINGRAULI,1046,Up,MORAD KANPU ALLAHABD VARANASI,2018-12-29,
HARIDWAR,SINGRENI,1724,,KHAMMAM,2018-12-29,
HARIDWAR,SINGUR,1524,Ap,"HYDERABAD, RAMPET",2018-12-29,H6
HARIDWAR,SIPAT,1308,M.P,,2018-12-29,
HARIDWAR,SOLAN,267,Himachal,"YAMUNANAGAR, AMBALA",2018-12-29,
HARIDWAR,SONIPAT,180,Haryana,Kundli(Sonepat),2018-12-29,
HARIDWAR,SRIHARIKOTA,2314,Ap,"NOIDA,AGRA,JHANSI",2019-05-14,
HARIDWAR,SRISAILAM,1829,,"HYDERABAD, JADCHERIA",2018-12-29,H1
HARIDWAR,SURAJPUR,235,Haryana,,2018-12-29,a 10
HARIDWAR,SURAT,1347,Gujarat,RAJPURA PATIALA BHTNDA,2018-12-29,H4
HARIDWAR,SURATGARH,503,Rajasthan,HISSAR,2018-12-29,H5
HARIDWAR,SURENDRANAGAR,1250,Gujarat,"AHEMDABAD,via Limdi",2018-12-29,
HARIDWAR,TADPATRI,1882,Ap,Hw-Cuddapah-104=1986-104=1882,2018-12-29,A07P
HARIDWAR,TALCHER,1574,Bihar,"RANCHI,KENDUJAGARH",2018-12-29,
HARIDWAR,TANDA,686,Up,"MORADABAD,LKO,BARABANI",2018-12-29,
HARIDWAR,TAPP,1547,,,2018-12-29,
HARIDWAR,TARAPUR,1547,,,2018-12-29,A-12
HARIDWAR,TEHRI,101,,,2018-12-29,
HARIDWAR,TENUGHAT,1171,,,2018-12-29,
HARIDWAR,THANE,1506,,"MEERUT,AGRA,INDORE,TNE",2018-12-29,
HARIDWAR,THERUNBALLI,1657,,,2018-12-29,
HARIDWAR,THIRUMAYAM,2570,,TIRUCHI,2018-12-29,
HARIDWAR,TINDIVANAM,2385,Tamilnaidu,,2018-12-29,
HARIDWAR,TIRUCHI,2501,,2ND NAME TRICHCHIRAPPALLI,2026-01-07,A-12
HARIDWAR,TIRUCHI,2680,Tn,,2019-07-10,
HARIDWAR,TIRUCHIRAPPALLI,2501,Tn,,2026-01-07,A-12
HARIDWAR,TIRUVANNAMALAI,2449,,,2018-12-29,
HARIDWAR,TISHREEN,1643,Maharashtra,SAME AS MUMBAI PORT,2019-09-19,
HARIDWAR,TROMBAY,1549,Maharshtra,Coloney of Mumbai,2018-12-29,
HARIDWAR,TUMKUR,2221,,BANGLORE,2018-12-29,
HARIDWAR,TURIAL,2395,Mizoram,Guwahati-Silong-Silchar,2018-12-29,A 08
HARIDWAR,TUTICORIN,2906,Tamil Nadu,NOIDA AGRA JHANSI CHINDWARA HYDERABAD B'LURU MADURAI,2018-12-29,
HARIDWAR,UDAIPUR,836,,"DELHI,JAIPUR",2018-12-29,
HARIDWAR,UDANGUDI,2964,Tamil Nadu,"NOIDA,AGRA,JHANSI,SAGAR,NAGPUR,HYDRABAD,BENALURU,MADURAI,THOOTUKUDI,UDANGUDI",2019-03-18,
HARIDWAR,UDHAMPUR,567,J&K,,2018-12-29,
HARIDWAR,UDHNA,1383,Gujarat,AHEMDABAD,2018-12-29,
HARIDWAR,UJJAIN,916,,,2018-12-29,A05
HARIDWAR,UKAI,1415,,,2018-12-29,
HARIDWAR,UKAI DAM,1415,,,2018-12-29,
HARIDWAR,UMBARGAON,1481,Gujarat,*Silvassa,2018-12-29,a 10
HARIDWAR,UMUIMUMTHRU,2025,,Guwahati(1926)+Hill 99=2025,2018-12-29,
HARIDWAR,UNCHAHAR,713,Up,via Lucknow-Raibrielly,2018-12-29,
HARIDWAR,UNNAO,559,,"ALIGARH,KANPUR",2018-12-29,
HARIDWAR,UPPER SINDH,894,,JAmmu(554)+Hill 340=894,2018-12-29,
HARIDWAR,UPPERKOLAB,1645,Orrisa,MODIFIED old list,2018-12-29,
HARIDWAR,UPPUR,2816,Tamil Nadu,NOIDA AGRA GWALIOR NAGPUR HYD,2018-12-29,
HARIDWAR,URAN,1585,Mh,MRT-DHULE-NSK,2025-01-07,
HARIDWAR,UTTAR KASHI,189,,,2018-12-29,A028
HARIDWAR,VADODARA,1196,Gujarat,Broda,2018-12-29,
HARIDWAR,VALLUR,2247,,,2018-12-29,
HARIDWAR,VALSAD,1431,Gujarat,,2018-12-29,A-03
